City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,spicchio-sovigliana,43.7284,10.9378,13.83,82,17,6.91,IT,1712014255
279,victorica,-36.2151,-65.4359,16.54,46,17,4.24,AR,1712014255
280,vuktyl,63.8567,57.3094,-6.05,93,100,1.79,RU,1712014255
281,ankang,32.68,109.0172,17.6,92,100,0.12,CN,1712014256
282,chipinge,-20.1883,32.6236,16.13,97,46,1.86,ZW,1712014256
283,chui,-33.6971,-53.4616,15.86,89,100,5.17,UY,1712014256
284,codrington,-38.2667,141.9667,16.39,79,76,8.03,AU,1712014257
285,pico truncado,-46.7949,-67.9573,12.17,39,4,8.68,AR,1712014257
286,tolanaro,-25.0319,46.9987,24.04,78,75,8.23,MG,1712014257
287,gamay,12.3854,125.2979,27.92,74,72,4.84,PH,1712014258
288,bubaque,11.2833,-15.8333,24.44,70,14,4.77,GW,1712014258
289,mormugao,15.4,73.8,26.59,78,35,1.54,IN,1712014258
290,korsakov,46.6328,142.7813,1.91,68,97,7.03,RU,1712014259
291,nacala,-14.5428,40.6728,23.27,96,69,2.43,MZ,1712014259
292,ugoofaaru,5.6667,73.0,28.4,72,80,1.18,MV,1712014259
293,east london,-33.0153,27.9116,20.77,92,78,3.19,ZA,1712014204
294,aykhal,66.0,111.5,-18.78,97,99,3.36,RU,1712014260
295,port shepstone,-30.7414,30.455,22.03,86,100,6.19,ZA,1712014260
296,gobabis,-22.45,18.9667,18.48,80,35,3.97,NA,1712014261
297,bovalino,38.149,16.174,16.94,82,34,4.48,IT,1712014261
298,freetown,8.484,-13.2299,26.07,85,47,2.01,SL,1712014261
299,remire-montjoly,4.9167,-52.2667,27.02,89,75,3.6,GF,1712014262
300,extrema,-22.8547,-46.3183,17.97,80,55,1.07,BR,1712014021
301,kununurra,-15.7667,128.7333,25.99,94,75,2.57,AU,1712014263
302,lihue,21.9789,-159.3672,26.58,73,100,6.69,US,1712014088
303,lhasa,29.65,91.1,4.06,57,28,2.32,CN,1712014264
304,ilhabela,-23.7781,-45.3581,23.5,86,24,3.59,BR,1712014265
305,cidreira,-30.1811,-50.2056,23.06,91,5,5.22,BR,1712014265
306,callao,-12.0667,-77.15,24.16,69,0,6.69,PE,1712013826
307,mukalla,14.5425,49.1242,25.68,74,47,1.63,YE,1712014266
308,fort st. john,56.2499,-120.8529,10.94,15,75,6.17,CA,1712014191
309,coari,-4.085,-63.1414,24.32,96,93,0.37,BR,1712014267
310,sao jose da coroa grande,-8.8978,-35.1478,27.31,85,74,3.44,BR,1712014267
311,geraldton,-28.7667,114.6,24.23,50,45,3.09,AU,1712014236
312,launceston,-41.45,147.1667,15.8,94,100,6.69,AU,1712014111
313,kasempa,-13.4584,25.8338,18.72,92,100,1.18,ZM,1712014268
314,tarawa,1.419,172.984,31.05,74,20,3.09,KI,1712014268
315,ancud,-41.8697,-73.8203,10.43,70,86,0.86,CL,1712014018
316,maintirano,-18.0667,44.0167,25.09,85,93,3.24,MG,1712014269
317,porto novo,6.4965,2.6036,29.9,87,100,2.18,BJ,1712014270
318,lengshuijiang,27.6881,111.4294,21.56,95,89,0.72,CN,1712014270
319,stettler,52.3168,-112.7186,11.53,35,5,3.6,CA,1712014271
320,hola,51.5377,23.1902,19.1,58,98,3.82,PL,1712014271
321,haapavesi,64.1333,25.3667,-3.04,87,100,2.24,FI,1712014271
322,novouzensk,50.4592,48.1431,9.53,77,100,4.04,RU,1712014272
323,andrews,32.3187,-102.5457,18.59,35,75,5.66,US,1712014272
324,dhahran,26.3032,50.1353,23.45,73,0,2.57,SA,1712014273
325,al jubayl,27.0112,49.6583,22.83,49,49,4.05,SA,1712014273
326,okhotsk,59.3833,143.3,-5.78,70,12,7.86,RU,1712014273
327,pandaria,22.2333,81.4167,24.89,21,13,1.64,IN,1712014274
328,saipan,15.1355,145.701,29.39,1,40,8.75,MP,1712014274
329,santa cruz,-17.8,-63.1667,29.03,65,40,5.14,BO,1712013988
330,kavieng,-2.5744,150.7967,28.62,77,97,7.61,PG,1712014275
331,karaton,-6.3424,106.1045,25.09,92,40,0.41,ID,1712014275
332,kasongo-lunda,-6.4667,16.8167,20.82,87,80,0.31,CD,1712014276
333,edd,13.9297,41.6925,29.97,60,100,10.2,ER,1712014276
334,port alfred,-33.5906,26.891,18.24,92,96,7.26,ZA,1712014276
335,sao tome,0.3365,6.7273,27.91,80,68,1.24,ST,1712014277
336,luderitz,-26.6481,15.1594,16.4,69,0,7.81,NA,1712014277
